seed,dataset,arm,status,protocol_pass,invariant_pass,patch_audit_pass,readout_mode,profile_hash,encoder_initialization_hash,expert_bank_initialization_hash,basis_hash,descriptor_hash,dense_mse_auc,dense_mae_auc,h720_mse,h720_mae,epochs_ran,best_val_mse,total_parameters,decoder_parameters,trained_gate_entropy,trained_expert_usage,run_dir,short_h1_96_mse,middle_h97_336_mse,long_h337_720_mse
2021,ETTh1,a6,ok,True,True,True,learned-basis-forecast-operator,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,,,,1.1704109382059409,0.7349016880901598,1.4085524039963881,0.8232658363464805,8,1.4085522947625981,1720544,613904,,[],analysis/stage_c_sc1_japo_e2e_20260715/raw/a6/ETTh1/h720_full/seed2021,0.6563082484123749,1.082361786841153,1.3539673302573247
2021,ETTh1,joint_geo,ok,True,True,True,japo-joint-geo,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,8ec418d0622eb2e9b0f411ab5aba7bef54cdd3aedad29c8815825007764f80a8,ee7b6b7bfc85636dc6bd86947e2e63f5aa063da5f89794af0170f8bafed82db3,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,1.1870015073970426,0.741421115066253,1.415617711428139,0.8259448761327399,7,1.415617726701829,2348592,1206560,0.9988372500164948,"[0.512504156733291,0.4874958432667091]",analysis/stage_c_sc1_japo_e2e_20260715/raw/joint_geo/ETTh1/h720_full/seed2021,0.6815807178561086,1.10246673192689,1.3661909394511216
2021,ETTh1,uniform,ok,True,True,True,japo-uniform,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,8ec418d0622eb2e9b0f411ab5aba7bef54cdd3aedad29c8815825007764f80a8,ee7b6b7bfc85636dc6bd86947e2e63f5aa063da5f89794af0170f8bafed82db3,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,1.1861457829534827,0.7397394458878299,1.4137981617202362,0.8238749554587735,7,1.4137981310072871,2348592,1206560,1.0,"[0.5,0.5]",analysis/stage_c_sc1_japo_e2e_20260715/raw/uniform/ETTh1/h720_full/seed2021,0.6865878858954947,1.1012835374586545,1.3640741606522473
2021,ETTh1,history,ok,True,True,True,japo-history,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,8ec418d0622eb2e9b0f411ab5aba7bef54cdd3aedad29c8815825007764f80a8,ee7b6b7bfc85636dc6bd86947e2e63f5aa063da5f89794af0170f8bafed82db3,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,1.1860689483905364,0.7398633821229451,1.414158530616098,0.8240964926779271,7,1.4141585684070985,2348592,1206560,0.9993263431492129,"[0.49551197239089273,0.5044880276091073]",analysis/stage_c_sc1_japo_e2e_20260715/raw/history/ETTh1/h720_full/seed2021,0.6856565967408761,1.1011339074029765,1.3642564369201764
2021,ETTh1,atom,ok,True,True,True,japo-atom,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,8ec418d0622eb2e9b0f411ab5aba7bef54cdd3aedad29c8815825007764f80a8,ee7b6b7bfc85636dc6bd86947e2e63f5aa063da5f89794af0170f8bafed82db3,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,1.1862426300787587,0.7397752118823426,1.413842027924127,0.8239000796029965,7,1.4138420618656609,2348592,1206560,0.9996730903784434,"[0.5069513230096726,0.4930486769903274]",analysis/stage_c_sc1_japo_e2e_20260715/raw/atom/ETTh1/h720_full/seed2021,0.6868239042226788,1.101380160619579,1.3641363549547658
2021,ETTh1,joint_perm,ok,True,True,True,japo-joint-perm,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,8ec418d0622eb2e9b0f411ab5aba7bef54cdd3aedad29c8815825007764f80a8,ee7b6b7bfc85636dc6bd86947e2e63f5aa063da5f89794af0170f8bafed82db3,6ff3e9e14b2cdaf35008a1a45148a7dd9b92ea8cf69b3cb3c5415367b6d56d2d,1.1868949194194536,0.7403583301383708,1.4145890238384407,0.8244372215949827,7,1.4145889636956983,2348592,1206560,0.9991533773258746,"[0.5015490092928447,0.49845099070715526]",analysis/stage_c_sc1_japo_e2e_20260715/raw/joint_perm/ETTh1/h720_full/seed2021,0.6864592973476136,1.1021822049610803,1.3649492714738967
2021,ETTh1,joint_random,ok,True,True,True,japo-joint-random,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,8ec418d0622eb2e9b0f411ab5aba7bef54cdd3aedad29c8815825007764f80a8,ee7b6b7bfc85636dc6bd86947e2e63f5aa063da5f89794af0170f8bafed82db3,21790b7818870a04b87ce886c11df8e17339fb0545e74b51d269af12e6367349,1.186696766078631,0.7403297765735979,1.414754336948196,0.8245254571239153,7,1.414754307187266,2348592,1206560,0.9991566568809388,"[0.49946236988854786,0.5005376301114521]",analysis/stage_c_sc1_japo_e2e_20260715/raw/joint_random/ETTh1/h720_full/seed2021,0.685608630853465,1.1017806074962304,1.3650413989989227
2021,ETTh2,a6,ok,True,True,True,learned-basis-forecast-operator,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,,,,0.4284055871073221,0.4468362243325015,0.6463289392284222,0.5578593726166421,7,0.6463288881402048,972896,419216,,[],analysis/stage_c_sc1_japo_e2e_20260715/raw/a6/ETTh2/h720_full/seed2021,0.19672209132542764,0.3447552955150655,0.538607893297956
2021,ETTh2,joint_geo,ok,True,True,True,japo-joint-geo,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,aadc18f4414c9acac18a6197b76774ffa2c281ecc03a7a4139f45aefe6ba973d,ee7b6b7bfc85636dc6bd86947e2e63f5aa063da5f89794af0170f8bafed82db3,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.4384226204976444,0.45151824868901547,0.6595962571704553,0.5631045491952035,7,0.6595962689051198,1379760,788768,0.999257634678303,"[0.49619525117656466,0.5038047488234353]",analysis/stage_c_sc1_japo_e2e_20260715/raw/joint_geo/ETTh2/h720_full/seed2021,0.19965975745280357,0.35337342058118393,0.5512690862066425
2021,ETTh2,uniform,ok,True,True,True,japo-uniform,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,aadc18f4414c9acac18a6197b76774ffa2c281ecc03a7a4139f45aefe6ba973d,ee7b6b7bfc85636dc6bd86947e2e63f5aa063da5f89794af0170f8bafed82db3,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.4353102865991662,0.44894784596185316,0.6577773437421355,0.5616543342255884,8,0.657777352600048,1379760,788768,1.0,"[0.5,0.5]",analysis/stage_c_sc1_japo_e2e_20260715/raw/uniform/ETTh2/h720_full/seed2021,0.19478917127357787,0.35025062178916416,0.5486028559368146
